WiFi	LTE-U	WiFi_MIN	LTE-U_MIN
4.625395581984804	4.5	4.5	4.5
6.5	7.002294670624805	6.5	5.888888888888889
6.5	6.5	6.5	6.5
5.249116752663668	6.5	3.25	6.5
4.574903846336862	5.386675458354061	4.5	4.5
4.5	6.5	4.5	6.5
6.5	4.5	6.5	4.5
5.633331568162187	6.625	4.5	6.625
6.5	10.286051216569577	6.5	6.75
5.2	6.213067773799026	5.2	4.5
6.5	5.179818015011751	6.5	4.5
5.014800702130515	5.572381755751895	4.5	5.2
6.4071783963178275	4.333333333333333	5.2	4.333333333333333
6.252514155313838	5.2200416660244375	5.2	5.2
6.065420841098507	5.2	5.2	5.2
4.333333333333333	5.279088825311917	4.333333333333333	4.5
4.5	5.594228876469532	4.5	4.4
6.5	6.536362367825899	6.5	4.5
4.077594733389331	6.5	3.25	6.5
7.039670230091651	5.042753424392356	4.5	4.333333333333333
4.5	5.2	4.5	5.2
5.960894454463808	5.93555768565056	5.2	4.714285714285714
6.899216686351945	6.460906607220174	4.5	5.888888888888889
6.5	6.5	6.5	6.5
4.5	4.333333333333333	4.5	4.333333333333333
6.5	4.7723571083384435	6.5	3.7142857142857144
4.631019245153465	5.2	3.25	5.2
4.5	4.714285714285714	4.5	4.714285714285714
5.176500411017461	4.851866774411403	4.5	4.714285714285714
4.333333333333333	4.71621297030624	4.333333333333333	4.5
6.5	6.5	6.5	6.5
4.501637842040923	5.752620833559221	4.5	5.2
4.49520163180568	4.653244416973396	3.25	4.5
6.5	6.5	6.5	6.5
7.537193005434311	5.6163380483260905	4.5	5.2
4.5	6.5	4.5	6.5
5.2	6.5	5.2	6.5
4.5	5.2	4.5	5.2
4.333333333333333	4.5	4.333333333333333	4.5
6.5	4.5	6.5	4.5
6.367018007768911	4.5	5.2	4.5
6.21207729795157	4.957207115988952	5.2	4.714285714285714
4.5	5.162883458948242	4.5	4.5
5.2	4.5	5.2	4.5
6.6962218530354845	5.299504987776027	4.5	4.333333333333333
4.333333333333333	8.483954995342232	4.333333333333333	5.2
4.5	6.1860152971740545	4.5	5.3
5.700876157046283	3.142447115909251	4.5	3.0
5.200000000000001	5.2	5.2	5.2
4.333333333333333	4.984725389466569	4.333333333333333	4.5
9.0	4.5	9.0	4.5
5.2	4.5	5.2	4.5
6.5	4.5	6.5	4.5
4.5	4.333333333333333	4.5	4.333333333333333
6.0727677625128775	6.5	4.5	6.5
5.715658213572979	5.235408103641294	4.5	4.714285714285714
4.986936435075859	4.987497646218123	4.5	4.5
5.2	6.126770479486161	5.2	4.818181818181818
4.551629334775179	5.860131718099711	4.5	4.818181818181818
6.5	5.117829102606736	6.5	4.5
6.5	4.5	6.5	4.5
3.5714285714285716	5.657496408710407	3.5714285714285716	4.333333333333333
5.2	6.5	5.2	6.5
4.5	3.5714285714285716	4.5	3.5714285714285716
4.333333333333333	7.628768940472937	4.333333333333333	4.818181818181818
4.546053387467394	5.93290790511405	4.5	4.5
5.2	4.5	5.2	4.5
6.5	5.028674924255026	6.5	4.5
6.151109976361263	5.2481466555601415	4.5	4.4
5.2	5.364125025563994	5.2	4.818181818181818
5.673462526692589	5.817953712134252	4.5	5.2
6.5	8.404273598203213	6.5	4.5
4.5	5.290493080028244	4.5	4.5
6.75	6.155892681847368	6.75	4.5
5.2	6.6544283168355784	5.2	5.5
4.338832104395082	5.703445261470251	3.7142857142857144	4.5
7.40919523863415	4.5	4.5	4.5
6.057401224381364	4.5	4.5	4.5
6.5	5.975061167150441	6.5	4.818181818181818
4.5	5.138983991089397	4.5	4.5
4.649354063440468	6.5	4.5	6.5
6.5	5.154495878582069	6.5	4.5
4.5	7.236254970008518	4.5	5.2
4.5	4.5299621089091575	4.5	4.5
5.2	5.564646086760845	5.2	4.5
4.5	6.5	4.5	6.5
6.5	4.5	6.5	4.5
6.215375980575627	5.387485191821162	4.5	4.4
6.5	6.5	6.5	6.5
5.2	6.5912119268023455	5.2	4.5
4.567002005706045	5.707781651838607	4.5	4.5
6.966852216870033	6.5	4.5	6.5
7.102161501196378	6.75	4.5	6.75
7.423818259609041	6.5501492471996325	4.5	4.5
6.2551849526592	7.400112146550385	4.5	6.5
6.5	5.2	6.5	5.2
5.385786553100685	6.846500781505391	4.5	5.2
5.892396595971694	4.508405139446226	4.5	4.5
5.2	5.2	5.2	5.2
4.5	6.6	4.5	6.6
6.5	4.955065264911314	6.5	3.7142857142857144
5.7570148343717085	4.5	4.5	4.5
5.2171979651521845	4.333333333333333	3.7142857142857144	4.333333333333333
5.287221305293302	5.2	4.5	5.2
5.110481531902529	6.5	4.5	6.5
4.526086526507266	5.684634636549693	3.7142857142857144	4.714285714285714
5.2	5.2	5.2	5.2
6.5	4.464970884549844	6.5	3.7142857142857144
4.9887631930816285	5.770252327909622	3.25	4.4
8.477075857012494	6.364205459186732	4.5	4.5
6.282924680295396	5.175015176474188	4.5	4.818181818181818
5.310045284907874	6.5	4.5	6.5
5.4097277864413655	5.2	4.5	5.2
9.0	6.629781907530654	9.0	4.5
6.2745829750832485	4.5	4.5	4.5
6.5	3.571428571428572	6.5	3.5714285714285716
4.5	5.3	4.5	5.3
6.5	9.0	6.5	9.0
5.2	6.5	5.2	6.5
5.2663724833175225	5.608269003300204	3.7142857142857144	5.3
5.107153449191378	4.333333333333333	3.7142857142857144	4.333333333333333
5.2	5.2	5.2	5.2
5.472456156068969	6.450099377279653	4.5	5.2
4.063948745558961	6.181559622860714	3.7142857142857144	3.25
5.2	6.398367499585551	5.2	4.5
3.5714285714285716	5.189802763600675	3.5714285714285716	4.818181818181818
5.128526352341001	5.461642855485772	3.375	4.4
5.1749694740738965	5.2	3.375	5.2
3.5	6.5	3.5	6.5
6.426655522257628	6.276343352100317	5.2	5.2
4.5	5.2	4.5	5.2
4.929088963501629	5.2	3.25	5.2
3.5	7.442302961275688	3.5	5.2
3.929780127028439	4.5	3.375	4.5
5.619952400844728	5.490595857825949	4.5	4.4
5.2	5.824890161588352	5.2	4.818181818181818
5.2	5.917110661641924	5.2	4.818181818181818
4.5	5.352883413444112	4.5	4.818181818181818
4.606809293986734	5.2	3.7142857142857144	5.2
4.325662461424538	4.752707135015344	3.375	4.5
7.77982767279678	4.8092568940844425	4.5	3.7142857142857144
5.602336076789006	4.050891098284121	5.2	3.7142857142857144
4.5	4.5	4.5	4.5
4.987935768113313	5.2	4.5	5.2
5.780993849499569	6.580636060125494	4.5	4.5
3.571428571428572	4.5	3.5714285714285716	4.5
4.5	5.770117282331032	4.5	4.125
4.848132705453032	5.485858409085783	3.375	4.818181818181818
4.5	5.495150557582068	4.5	4.818181818181818
6.5	6.5	6.5	6.5
4.5	4.656904693247269	4.5	4.5
5.2	5.317241603888625	5.2	4.5
3.65364700687947	5.9714770029683955	3.25	4.818181818181818
3.535256767486137	6.5	3.375	6.5
4.5	7.5953316862324165	4.5	5.888888888888889
5.2	5.353164974495325	5.2	4.5
4.252864677801888	6.5	3.7142857142857144	6.5
5.943494088165343	4.5	5.2	4.5
5.2	4.5	5.2	4.5
3.375	4.5	3.375	4.5
3.9853952175668956	5.113676437059439	3.375	4.125
4.5	4.710126865900629	4.5	4.5
4.5	4.5	4.5	4.5
4.333333333333333	4.125	4.333333333333333	4.125
4.7354753155890705	5.330350285158054	3.25	4.4
4.710535172514319	5.286904781422141	4.5	3.0
6.307052153532748	5.785862589902481	4.5	4.5
5.325559019953904	4.5	4.5	4.5
5.105382899394868	5.88888888888889	4.5	5.888888888888889
5.0316228998636285	8.6342409930998	3.375	4.5
3.25	6.574132063183141	3.25	4.5
4.333333333333333	3.5992232406491	4.333333333333333	3.375
4.790598282884317	5.465043675654567	4.5	4.5
6.804767341285065	5.5612506416487575	5.2	4.4
5.2	5.2	5.2	5.2
4.94456077983543	4.333333333333333	4.5	4.333333333333333
4.909772956853567	6.49024087650857	4.5	4.5
3.375	7.1298964864858885	3.375	4.5
4.5	3.6666666666666665	4.5	3.6666666666666665
4.933121534524804	5.200000000000001	4.5	5.2
4.5	5.905728419523222	4.5	5.2
4.694649807666373	5.928144691141191	3.375	4.818181818181818
5.2	5.90555390542215	5.2	4.5
6.5	4.199493623793615	6.5	3.7142857142857144
6.5	6.046957156100164	6.5	4.5
3.841176019419556	5.398933582990516	3.375	4.5
3.579611163930471	4.514386103855061	3.375	3.3
4.6469805265499735	5.961505979954929	4.5	5.3
4.514100072905415	6.5	4.5	6.5
3.375	4.5	3.375	4.5
4.5	5.731411707723981	4.5	4.4
6.706350807302103	6.4684605761048495	4.5	4.5
5.1777764207970565	5.089759564229084	3.25	3.7142857142857144
6.5	6.000906772185831	6.5	5.2
6.5	3.8863606098626593	6.5	3.375
6.434786568571875	3.9998162214942323	4.5	3.375
5.2	3.25	5.2	3.25
4.427266708893261	3.375	3.7142857142857144	3.375
4.533275272904778	5.9287812740103805	3.375	5.2
4.596842203434609	5.408732390205136	3.375	4.5
4.333333333333333	6.0766959649073335	4.333333333333333	3.25
5.2	4.232538134078192	5.2	3.7142857142857144
5.2	3.3	5.2	3.3
5.441721636787503	5.199967267041261	3.25	4.5
4.189899643280837	5.138251633873448	3.375	3.25
6.7815080730046065	5.4693157267456085	4.5	4.5
5.2	6.5	5.2	6.5
4.781958009391885	4.784924291076122	4.5	4.5
6.878691993766448	5.86510840536058	4.5	5.3
5.2	4.5	5.2	4.5
5.587252401928395	3.477128218349254	4.5	3.3
4.333333333333333	6.5	4.333333333333333	6.5
6.5	5.60328160803498	6.5	5.3
4.333333333333333	5.619653192509217	4.333333333333333	5.2
4.5	5.348489787457556	4.5	5.2
4.5	4.302911721343849	4.5	3.375
6.5	6.5	6.5	6.5
6.5	5.918525372981762	6.5	5.2
6.5	4.333333333333333	6.5	4.333333333333333
6.5	6.007846125819733	6.5	3.25
6.5	6.411647893086681	6.5	5.2
4.5	3.571428571428572	4.5	3.5714285714285716
4.333333333333333	6.5	4.333333333333333	6.5
5.3534657378941946	5.2	3.7142857142857144	5.2
5.2	4.5	5.2	4.5
5.723942199237325	5.740343390113386	4.333333333333333	5.3
5.2	3.691989486978356	5.2	3.3
4.333333333333333	5.236711658429591	4.333333333333333	3.375
4.372836690488961	5.832231595267504	3.375	4.818181818181818
4.5	3.8033962408906197	4.5	3.375
5.2	4.694912776159076	5.2	4.5
4.5	4.762231663901427	4.5	4.5
4.5	4.549503003324342	4.5	3.3
5.2	3.8294569926028914	5.2	3.3
4.5	4.333333333333333	4.5	4.333333333333333
5.2	6.5	5.2	6.5
3.5714285714285716	3.7142857142857144	3.5714285714285716	3.7142857142857144
5.006418082316372	6.5	3.25	6.5
5.491281787485978	5.740962600894297	4.5	4.5
4.5	5.2	4.5	5.2
5.013117136081472	6.5	4.5	6.5
6.094955777746257	6.3426668709073235	4.5	5.2
6.78861043659365	8.666666666666666	4.5	8.666666666666666
5.272091166017466	4.584962766918652	4.5	3.3
4.5	6.75	4.5	6.75
4.5	6.16969404926132	4.5	4.4
4.548569010500233	6.5	4.5	6.5
4.5	4.79332027631135	4.5	3.7142857142857144
4.333333333333333	4.184339507661605	4.333333333333333	3.375
4.5	6.0947508905468695	4.5	4.5
4.333333333333333	4.398871119831871	4.333333333333333	3.3
3.850166277695423	4.5	3.375	4.5
7.761414252421652	5.059936515684867	4.5	4.5
5.781176629771061	5.5	4.5	5.5
5.2	4.333333333333333	5.2	4.333333333333333
7.022916019447003	5.2	4.5	5.2
6.5	4.967250767255441	6.5	4.5
4.649659306433386	6.5	4.5	6.5
4.415599338598499	6.349042681942948	3.375	5.3
4.5	5.240962147734562	4.5	3.375
9.0	5.196755824024328	9.0	3.375
3.25	4.333333333333333	3.25	4.333333333333333
4.5	7.542116910165783	4.5	4.5
6.400405835799563	5.407016623006096	5.2	4.4
4.56280322556407	3.5714285714285716	4.5	3.5714285714285716
5.2	5.2	5.2	5.2
4.638499858766243	5.593832247697496	4.5	4.5
5.10957288649515	4.5	4.5	4.5
9.0	6.5	9.0	6.5
4.5	3.829791432289761	4.5	3.375
5.890077390849341	6.053515637231639	5.2	3.7142857142857144
5.741859160343809	6.5	4.5	6.5
4.5	6.75	4.5	6.75
6.5	6.521858697077031	6.5	5.3
4.5	7.2002276447049685	4.5	4.5
5.634720230118969	7.116249513755085	4.5	4.5
9.0	6.585018333103493	9.0	5.3
4.5	6.5	4.5	6.5
4.2715959891126705	5.498673834462595	3.7142857142857144	3.25
7.093305572857895	6.5	4.5	6.5
5.233479399780562	4.333333333333333	4.5	4.333333333333333
4.5	4.5	4.5	4.5
6.5	4.5	6.5	4.5
4.5	6.75	4.5	6.75
4.333333333333333	6.5	4.333333333333333	6.5
6.5	6.692553958955383	6.5	5.3
5.2	4.333333333333333	5.2	4.333333333333333
5.2	4.5	5.2	4.5
6.5	6.5	6.5	6.5
4.805533326364793	4.333333333333333	4.5	4.333333333333333
3.5714285714285716	4.279136232420025	3.5714285714285716	4.125
5.607096697168829	4.5	4.5	4.5
4.5	6.336275384559446	4.5	5.3
4.5	5.2	4.5	5.2
5.2	5.801913524959855	5.2	5.3
4.5	6.5	4.5	6.5
5.940821520005671	4.553183258636649	4.5	4.125
6.264997424986983	4.5	4.5	4.5
4.507274525060317	7.530702128423014	4.5	5.2
4.649350169342419	6.5	4.5	6.5
6.4412792846659395	3.7978796284422076	4.5	3.7142857142857144
6.5	6.5	6.5	6.5
6.5	5.5231660845395725	6.5	5.2
5.397817639017562	4.946133925879357	5.2	4.5
3.5	4.333333333333333	3.5	4.333333333333333
4.845297757832725	5.2	4.5	5.2
6.5	5.309818446584696	6.5	4.4
6.5	6.5	6.5	6.5
4.8535135538112515	4.5	4.333333333333333	4.5
6.5	4.875765255181594	6.5	4.125
3.571428571428571	8.142840756164956	3.5714285714285716	4.5
5.2	4.5	5.2	4.5
6.906352836576667	5.200000000000001	4.5	5.2
6.5	7.959982024617881	6.5	4.5
4.5	6.5	4.5	6.5
4.5	5.991403318364187	4.5	5.3
4.5	4.56220448238348	4.5	4.5
6.5	5.888888888888889	6.5	5.888888888888889
5.382759695733316	4.0	4.5	4.0
6.5	6.049344455982844	6.5	4.5
7.319079674417881	5.50724776536552	4.5	4.5
5.1661642946064	4.731440138352178	4.5	3.3
4.5	5.51591167873453	4.5	4.4
5.2	5.88888888888889	5.2	5.888888888888889
4.795426053127324	5.065261605795418	4.5	4.5
4.333333333333333	4.5	4.333333333333333	4.5
4.530161879269355	4.5	3.7142857142857144	4.5
5.179948658077759	5.2	4.5	5.2
6.5	5.2	6.5	5.2
4.795481943648355	6.630470260616328	4.5	4.5
6.2518094849175805	5.2	4.333333333333333	5.2
4.333333333333333	6.696140897217857	4.333333333333333	4.5
6.5	6.5	6.5	6.5
5.2	4.5	5.2	4.5
4.839440765903845	4.5	3.7142857142857144	4.5
6.5	4.931675842637791	6.5	4.125
4.776274937822744	5.072414959799014	3.375	4.818181818181818
6.5	4.746998906961859	6.5	3.375
7.145385305389551	3.5714285714285716	4.5	3.5714285714285716
6.5	4.979994459058642	6.5	4.125
4.5	4.875070076344643	4.5	4.5
5.2	5.295831385449398	5.2	4.818181818181818
4.569081878394667	5.2	4.5	5.2
9.0	5.2	9.0	5.2
6.5	5.645738258080744	6.5	4.333333333333333
6.630354146904106	6.5	4.5	6.5
5.162026012076397	6.778948898600921	4.5	4.5
5.2	6.5	5.2	6.5
6.359147816760691	6.083300680351154	4.5	4.5
6.5	4.126446264255456	6.5	3.25
4.983206167883636	6.5	4.5	6.5
4.333333333333333	5.964372669379441	4.333333333333333	4.5
4.333333333333333	4.5	4.333333333333333	4.5
5.224967289363515	4.649133801139915	4.5	4.333333333333333
4.5	4.105182672434645	4.5	3.25
5.2	3.5	5.2	3.5
4.333333333333333	4.333333333333333	4.333333333333333	4.333333333333333
4.333333333333333	6.5	4.333333333333333	6.5
5.101742693995378	5.2	4.5	5.2
4.5	6.5	4.5	6.5
5.771559010296551	5.187009844201532	4.333333333333333	4.818181818181818
3.5714285714285716	5.230313945373262	3.5714285714285716	4.5
4.5	5.2	4.5	5.2
6.281409164680828	5.395001137080774	4.5	3.375
6.5	6.5	6.5	6.5
6.5	5.2	6.5	5.2
6.5	5.2	6.5	5.2
6.669245236134744	4.333333333333333	4.5	4.333333333333333
6.5	5.2	6.5	5.2
5.2	6.388300639592558	5.2	3.25
4.57945573534386	4.5	3.7142857142857144	4.5
6.192775542976474	6.5	4.5	6.5
6.919067486970136	5.592293258503034	4.5	4.5
5.300036786730343	5.2	4.5	5.2
4.5	3.666666666666666	4.5	3.6666666666666665
5.610969999259903	4.903718784256708	4.333333333333333	3.6666666666666665
4.5	5.581293193659828	4.5	4.333333333333333
5.404556572459431	4.333333333333333	4.5	4.333333333333333
4.5	5.350724499655868	4.5	4.5
4.5	4.582884058737996	4.5	3.7142857142857144
5.050573789456977	5.327150779774052	4.5	4.714285714285714
5.7363525402046935	4.5	4.333333333333333	4.5
4.5	6.250087163007503	4.5	4.5
5.2	6.5	5.2	6.5
5.2	5.421592132782872	5.2	3.25
6.193271341930164	6.5	4.5	6.5
4.5	5.200000000000001	4.5	5.2
4.5	5.557223608138663	4.5	4.5
5.2	7.492266489759932	5.2	4.5
4.845828818998046	5.5203582634836526	4.5	4.5
5.2	5.2	5.2	5.2
5.306071470471063	4.5	3.7142857142857144	4.5
